EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
G FURNITURE INC,ACCOUNTANT,45580,"HOUSTON, TX",03/17/2015,09/16/2015,CERTIFIED
LE GROUP INC,ACCOUNTANT,45580,"HOUSTON, TX",03/17/2015,09/13/2015,CERTIFIED
GARY M GRITZ PC,ACCOUNTANT,45580,"HOUSTON, TX",03/17/2015,09/16/2015,CERTIFIED
FORTUNE ONE FOODS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/17/2015,09/16/2015,CERTIFIED
YAIR KORKUS,ACCOUNTANT,45580,"HOUSTON, TX",03/24/2015,09/23/2015,CERTIFIED
ELECTRO-MEC PRODUCTS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/21/2015,09/20/2015,CERTIFIED
BEST BENEFIT SOLUTIONS LLC,ACCOUNTANT,45580,"HOUSTON, TX",03/24/2015,09/23/2015,CERTIFIED
YAIR KORKUS,ACCOUNTANT,45580,"HOUSTON, TX",03/25/2015,09/23/2015,CERTIFIED
VAQAR H NAQVI,ACCOUNTANT,45580,"HOUSTON, TX",03/26/2015,09/25/2015,CERTIFIED
HOPE STORES LLC,ACCOUNTANT,45580,"HOUSTON, TX",04/07/2015,10/01/2015,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,45580,"HOUSTON, TX",04/17/2015,10/01/2015,CERTIFIED
MD & ASSOCIATES LLP,ACCOUNTANT,45580,"HOUSTON, TX",04/24/2015,09/06/2015,CERTIFIED
ALWAYS BETTER FINANCING LLC,ACCOUNTANT,45580,"HOUSTON, TX",06/04/2015,07/01/2015,CERTIFIED
MIGHTY LIFT INC,ACCOUNTANT,45580,"HOUSTON, TX",06/06/2015,06/22/2015,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,45580,"HOUSTON, TX",08/14/2014,02/01/2015,CERTIFIED
MEDIWARE SOFTWARE CORPORATION,ACCOUNTANT,45580,"HOUSTON, TX",08/18/2014,09/28/2014,CERTIFIED
NA KAJANI & ASSOCIATES PC,ACCOUNTANT,45580,"HOUSTON, TX",09/10/2014,10/02/2014,CERTIFIED
TSAI FONG BOOKS INC,ACCOUNTANT,45600,"HOUSTON, TX",03/16/2015,09/15/2015,WITHDRAWN
TSAI FONG BOOKS INC,ACCOUNTANT,45600,"HOUSTON, TX",03/18/2015,09/17/2015,CERTIFIED
STOP N SAVE FOOD N GAS INC,ACCOUNTANT,46000,"HOUSTON, TX",09/26/2014,10/01/2014,CERTIFIED
CPW FINANCIAL SERVICE INC,ACCOUNTANT,46000,"HOUSTON, TX",02/23/2015,08/23/2015,CERTIFIED
CMCD LLC,ACCOUNTANT,46000,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
WINFORD VINH PHUOC INC,ACCOUNTANT,46000,"HOUSTON, TX",03/25/2015,09/24/2015,CERTIFIED
STOP N SAVE FOOD N GAS INC,ACCOUNTANT,46000,"HOUSTON, TX",03/27/2014,09/26/2014,CERTIFIED
CMCD LLC,ACCOUNTANT,46140,"HOUSTON, TX",03/04/2014,09/03/2014,CERTIFIED
CMCD LLC,ACCOUNTANT,46140,"HOUSTON, TX",03/11/2014,09/10/2014,CERTIFIED
TRANSAMERICAN POWER PRODUCTS INC,ACCOUNTANT,46140,"HOUSTON, TX",09/05/2013,10/01/2013,CERTIFIED
SEAFOOD WHOLESALERS LTD,ACCOUNTANT,47000,"HOUSTON, TX",09/16/2013,11/01/2013,CERTIFIED
ZAAPPAAZ INC,ACCOUNTANT,47220,"HOUSTON, TX",08/16/2015,09/30/2015,CERTIFIED
ANDRADE CONCRETE & CONSTRUCTION INC,ACCOUNTANT,47500,"HOUSTON, TX",07/17/2015,10/01/2015,CERTIFIED
CMCD LLC,ACCOUNTANT,48000,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
SEAFOOD WHOLESALERS LTD,ACCOUNTANT,48000,"HOUSTON, TX",09/16/2013,10/01/2013,WITHDRAWN
OUTSOURCED ASSOCIATES & STAFFING LLC,ACCOUNTANT,50000,"HOUSTON, TX",11/26/2012,11/26/2012,DENIED
OUTSOURCED ASSOCIATES & STAFFING LLC,ACCOUNTANT,50000,"HOUSTON, TX",12/08/2012,12/10/2012,CERTIFIED
KEN QUACH INSURANCE AGENCY,ACCOUNTANT,50000,"HOUSTON, TX",04/08/2013,10/01/2013,CERTIFIED
SOUTHERN PACIFIC FOODS CORPORATION,ACCOUNTANT,56000,"HOUSTON, TX",09/02/2014,09/15/2014,CERTIFIED
LONGPOINT ENTERPRISES INC,ACCOUNTANT,80000,"HOUSTON, TX",09/18/2013,10/01/2013,CERTIFIED
PERIPHERAL COMPUTER SUPPORT INC,ACCOUNTANT,38000,"HOUSTON, TX",10/06/2014,01/18/2015,DENIED
FOXCONN EMS INC,ACCOUNTANT,44000,"HOUSTON, TX",12/12/2012,12/15/2012,CERTIFIED
MD & ASSOCIATES LLP,ACCOUNTANT,44595,"HOUSTON, TX",10/18/2012,12/01/2012,CERTIFIED
O'MALLEY & ASSOCIATES PC,ACCOUNTANT,44595,"HOUSTON, TX",12/07/2012,12/22/2012,DENIED
O'MALLEY & ASSOCIATES PC,ACCOUNTANT,44595,"HOUSTON, TX",12/12/2012,12/22/2012,DENIED
O'MALLEY & ASSOCIATES PC,ACCOUNTANT,44595,"HOUSTON, TX",12/14/2012,12/22/2012,CERTIFIED
RIGID GLOBAL BUILDINGS LLC,ACCOUNTANT,44595,"HOUSTON, TX",03/05/2013,09/02/2013,DENIED
SHIPCOM WIRELESS INC,ACCOUNTANT,44595,"HOUSTON, TX",03/04/2013,08/27/2013,CERTIFIED
RIGID GLOBAL BUILDINGS LLC,ACCOUNTANT,44595,"HOUSTON, TX",03/08/2013,09/02/2013,CERTIFIED
BZO CUSTOM WHEELS LLC,ACCOUNTANT,44595,"HOUSTON, TX",03/11/2013,09/10/2013,CERTIFIED
SINOPEC USA INC,ACCOUNTANT,44595,"HOUSTON, TX",03/13/2013,09/12/2013,CERTIFIED
ALADDIN RESTAURANTS INC,ACCOUNTANT,44595,"HOUSTON, TX",03/14/2013,09/01/2013,CERTIFIED
BIBA INTERNATIONAL INC,ACCOUNTANT,44595,"HOUSTON, TX",03/18/2013,09/15/2013,CERTIFIED
MV&SONS-TEXAS LP,ACCOUNTANT,44595,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
HBS NATIONAL CORP,ACCOUNTANT,44595,"HOUSTON, TX",03/21/2013,09/19/2013,CERTIFIED
CROWN MARK INC,ACCOUNTANT,44595,"HOUSTON, TX",03/24/2013,09/23/2013,CERTIFIED
MV AND SONS TEXAS LP,ACCOUNTANT,44595,"HOUSTON, TX",03/27/2013,09/25/2013,CERTIFIED
AMERICAN SECURITY OPERATIONS INC,ACCOUNTANT,44595,"HOUSTON, TX",04/01/2013,09/06/2013,CERTIFIED
LEE HUANG & ASSOCIATES PC,ACCOUNTANT,44595,"HOUSTON, TX",04/02/2013,09/26/2013,CERTIFIED
LTL INTERESTS INC,ACCOUNTANT,44595,"HOUSTON, TX",04/02/2013,10/01/2013,CERTIFIED
NURSING RESOURCES HOME HEALTH SERVICES,ACCOUNTANT,44595,"HOUSTON, TX",04/09/2013,10/01/2013,CERTIFIED
PALL FOOD INC,ACCOUNTANT,44595,"HOUSTON, TX",06/03/2013,08/01/2013,CERTIFIED
PRINCE SIGNS LLC,ACCOUNTANT,44595,"HOUSTON, TX",06/07/2013,07/04/2013,CERTIFIED
BARR & CO LLC,ACCOUNTANT,44600,"HOUSTON, TX",03/14/2013,09/12/2013,CERTIFIED
HK CAPITAL MANAGEMENT LP,ACCOUNTANT,44600,"HOUSTON, TX",05/20/2013,05/28/2013,CERTIFIED
GALLERIA MRI & DIAGNOSTICS LLC,ACCOUNTANT,45000,"HOUSTON, TX",11/26/2012,01/07/2013,CERTIFIED
EL AHORRO SERVICES LLC,ACCOUNTANT,45000,"HOUSTON, TX",01/21/2013,01/21/2013,CERTIFIED
SUNIVO AMERICA LLC,ACCOUNTANT,45000,"HOUSTON, TX",03/04/2013,08/30/2013,CERTIFIED
SUN J KWON CPA PLLC,ACCOUNTANT,45000,"HOUSTON, TX",03/06/2013,09/04/2013,CERTIFIED
PMB HELIN DONOVAN LLP,ACCOUNTANT,45000,"HOUSTON, TX",03/08/2013,09/04/2013,CERTIFIED
HBS NATIONAL CORPORATION,ACCOUNTANT,45000,"HOUSTON, TX",03/19/2013,09/13/2013,CERTIFIED
GREAT PROPERITY EQUITIES INC,ACCOUNTANT,45000,"HOUSTON, TX",03/22/2013,10/01/2013,DENIED
AUTO FIT INC,ACCOUNTANT,45000,"HOUSTON, TX",03/27/2013,09/01/2013,CERTIFIED
GREAT PROPERITY EQUITIES INC,ACCOUNTANT,45000,"HOUSTON, TX",04/11/2013,05/01/2013,CERTIFIED
SOUTHERN TUBE LLC,ACCOUNTANT,46540,"HOUSTON, TX",12/06/2012,12/15/2012,CERTIFIED
CAPPELLEN & ASSOCIATES INC,ACCOUNTANT,47070,"HOUSTON, TX",11/04/2013,11/12/2013,CERTIFIED
TECHNOMEDIA INTERNATIONAL INC,ACCOUNTANT,47070,"HOUSTON, TX",11/14/2013,03/01/2014,DENIED
MIKYAN FINANCIALS LLC,ACCOUNTANT,47070,"HOUSTON, TX",12/10/2013,12/16/2013,CERTIFIED
FRANK'S INTERNATIONAL LLC,ACCOUNTANT,47070,"HOUSTON, TX",01/15/2014,06/04/2014,CERTIFIED
MIGHTY LIFT INC,ACCOUNTANT,47070,"HOUSTON, TX",03/04/2014,09/02/2014,CERTIFIED
CONTINENTAL TRAVEL CENTRE INC,ACCOUNTANT,47070,"HOUSTON, TX",01/23/2014,02/04/2014,CERTIFIED
AMAFHH INC,ACCOUNTANT,47070,"HOUSTON, TX",01/29/2014,02/09/2014,CERTIFIED
SMART INTERNATIONAL INC,ACCOUNTANT,47070,"HOUSTON, TX",03/04/2014,09/02/2014,CERTIFIED
CHANGSHENGINC DBA DIRECTRONCOM,ACCOUNTANT,47070,"HOUSTON, TX",03/07/2014,09/05/2014,CERTIFIED
KMB ASSOCIATES LLC,ACCOUNTANT,47070,"HOUSTON, TX",02/19/2014,08/18/2014,CERTIFIED
BZO CUSTOM WHEELS LLC,ACCOUNTANT,47070,"HOUSTON, TX",02/24/2014,08/23/2014,DENIED
STINGER CHEMICALS LLC,ACCOUNTANT,47070,"HOUSTON, TX",03/17/2014,09/16/2014,CERTIFIED
SAMSUNG ENGINEERING AMERICA INC,ACCOUNTANT,47070,"HOUSTON, TX",02/28/2014,08/28/2014,CERTIFIED
BZO CUSTOM WHEELS LLC,ACCOUNTANT,47070,"HOUSTON, TX",02/28/2014,08/27/2014,CERTIFIED
DIRECTRONCOM,ACCOUNTANT,47070,"HOUSTON, TX",03/03/2014,09/02/2014,CERTIFIED
INTERMODAL TANK TRANSPORT (USA) INC,ACCOUNTANT,47070,"HOUSTON, TX",03/17/2014,09/16/2014,CERTIFIED
AMSYS INNOVATIVE SOLUTIONS LLC,ACCOUNTANT,47070,"HOUSTON, TX",03/19/2014,09/15/2014,CERTIFIED
KKK ENTERPRISES INC,ACCOUNTANT,47070,"HOUSTON, TX",03/21/2014,09/15/2014,CERTIFIED
MILLAS CPA LLC,ACCOUNTANT,47070,"HOUSTON, TX",03/22/2014,09/20/2014,CERTIFIED
OMAR'S FINANCIAL CONSULTANTS INC,ACCOUNTANT,47070,"HOUSTON, TX",03/27/2014,09/25/2014,CERTIFIED
ELEGANT RESTAURANT INVESTMENT LLC,ACCOUNTANT,47070,"HOUSTON, TX",03/27/2014,09/26/2014,CERTIFIED
STAR PIPE PRODUCTS LTD,ACCOUNTANT,47070,"HOUSTON, TX",04/23/2014,09/17/2014,CERTIFIED
MULTIOMEGA CORPORATION,ACCOUNTANT,47070,"HOUSTON, TX",05/16/2014,11/14/2014,CERTIFIED
AMEEN ALI CPA PC,ACCOUNTANT,47070,"HOUSTON, TX",06/09/2014,09/16/2014,CERTIFIED
REHABILITATION MANAGEMENT AND STAFFING SERVICES,ACCOUNTANT,47070,"HOUSTON, TX",07/01/2013,10/01/2013,CERTIFIED
CARITAS HEALTH CARE LLC,ACCOUNTANT,47070,"HOUSTON, TX",07/19/2013,09/23/2013,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,47070,"HOUSTON, TX",08/15/2013,12/28/2013,WITHDRAWN
LIAO KIN & COMPANY PC,ACCOUNTANT,47070,"HOUSTON, TX",08/20/2013,12/28/2013,DENIED
TECHNOMEDIA INTERNATIONAL INC,ACCOUNTANT,47071,"HOUSTON, TX",11/20/2013,03/01/2014,CERTIFIED
FHW ENTERPRISES INC,ACCOUNTANT,47100,"HOUSTON, TX",09/20/2013,09/30/2013,CERTIFIED
KANA ENERGY SERVICES INC,ACCOUNTANT,47100,"HOUSTON, TX",02/21/2014,08/21/2014,CERTIFIED
USMANI ENTERPRISES INC,ACCOUNTANT,47100,"HOUSTON, TX",08/06/2013,10/01/2013,CERTIFIED
BIBA INTERNATIONAL INC,ACCOUNTANT,47125,"HOUSTON, TX",03/14/2014,09/14/2014,CERTIFIED
VERGE MOBILE LLC,ACCOUNTANT,47320,"HOUSTON, TX",03/14/2014,09/10/2014,CERTIFIED
PERIPHERAL COMPUTER SUPPORT INC,ACCOUNTANT,47403,"HOUSTON, TX",10/10/2014,01/18/2015,CERTIFIED
PRUDENT CONSULTANTS INC,ACCOUNTANT,47403,"HOUSTON, TX",11/12/2014,12/02/2014,CERTIFIED
SOUTHERN TUBE LLC,ACCOUNTANT,47403,"HOUSTON, TX",01/07/2015,01/15/2015,CERTIFIED
PERIPHERAL COMPUTER SUPPORT INC,ACCOUNTANT,47403,"HOUSTON, TX",02/17/2015,02/17/2015,CERTIFIED
SMART INTERNATIONAL INC,ACCOUNTANT,47403,"HOUSTON, TX",02/26/2015,08/25/2015,CERTIFIED
HQC USA LLC,ACCOUNTANT,47403,"HOUSTON, TX",03/10/2015,08/30/2015,CERTIFIED
TCC MULTI-FAMILY INTERIORS INC,ACCOUNTANT,47403,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
FRANK'S INTERNATIONAL LLC,ACCOUNTANT,47403,"HOUSTON, TX",03/12/2015,09/11/2015,CERTIFIED
ELITE PROTECTION,ACCOUNTANT,47403,"HOUSTON, TX",03/12/2015,09/01/2015,CERTIFIED
FOXCONN ASSEMBLY LLC,ACCOUNTANT,47403,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
LE GROUP INC,ACCOUNTANT,47403,"HOUSTON, TX",03/17/2015,09/13/2015,CERTIFIED
AWESOME FINANCIAL SERVICES INC,ACCOUNTANT,47403,"HOUSTON, TX",03/18/2015,09/17/2015,CERTIFIED
STONE MOUNTAIN MANAGEMENT LLC,ACCOUNTANT,47403,"HOUSTON, TX",03/17/2015,09/15/2015,CERTIFIED
COBRA ES LLC,ACCOUNTANT,47403,"HOUSTON, TX",04/01/2015,09/17/2015,CERTIFIED
MIKYAN FINANCIALS LLC,ACCOUNTANT,47403,"HOUSTON, TX",03/19/2015,09/18/2015,CERTIFIED
AWESOME FINANCIAL SERVICES,ACCOUNTANT,47403,"HOUSTON, TX",04/30/2015,08/06/2015,CERTIFIED
GEO ENVIRONMENTAL CONSULTANTS INC,ACCOUNTANT,47403,"HOUSTON, TX",05/20/2015,06/01/2015,CERTIFIED
FORTUNE ONE FOODS INC,ACCOUNTANT,47403,"HOUSTON, TX",05/21/2015,10/01/2015,CERTIFIED
YOUNG S HYON,ACCOUNTANT,47403,"HOUSTON, TX",06/15/2015,10/01/2015,CERTIFIED
SETTER ENTERPRISES INC,ACCOUNTANT,47403,"HOUSTON, TX",06/11/2015,09/03/2015,CERTIFIED
PRUDENT CONSULTANTS INC,ACCOUNTANT,47403,"HOUSTON, TX",07/22/2014,12/02/2014,CERTIFIED
STOP N SAVE FOOD N GAS INC,ACCOUNTANT,47500,"HOUSTON, TX",09/29/2014,10/01/2014,CERTIFIED
BRIGHTEK INC,ACCOUNTANT,47500,"HOUSTON, TX",02/24/2015,08/19/2015,CERTIFIED
TACCOUNT LLC,ACCOUNTANT,47500,"HOUSTON, TX",03/08/2015,09/07/2015,CERTIFIED
ADARA COMMUNITIES LLC,ACCOUNTANT,47500,"HOUSTON, TX",03/11/2015,09/02/2015,CERTIFIED
TSC MANUFACTURING AND SUPPLY LLC,ACCOUNTANT,47500,"HOUSTON, TX",03/19/2015,03/25/2015,CERTIFIED
KK SUB LLC,ACCOUNTANT,47500,"HOUSTON, TX",03/23/2015,09/22/2015,CERTIFIED
WINFORD VINH PHUOC INC,ACCOUNTANT,47500,"HOUSTON, TX",03/25/2015,09/23/2015,CERTIFIED
ADARA COMMUNITIES LLC,ACCOUNTANT,47500,"HOUSTON, TX",04/03/2015,04/20/2015,CERTIFIED
TSC MANUFACTURING AND SUPPLY LLC,ACCOUNTANT,47500,"HOUSTON, TX",04/14/2015,05/01/2015,WITHDRAWN
TSC MANUFACTURING AND SUPPLY LLC,ACCOUNTANT,47500,"HOUSTON, TX",04/14/2015,05/01/2015,CERTIFIED
SKV INVESTMENTS LLC,ACCOUNTANT,47500,"HOUSTON, TX",04/20/2015,09/01/2015,CERTIFIED
HPO GLOBAL RESOURCES VENTURES INC,ACCOUNTANT,47500,"HOUSTON, TX",05/06/2015,10/01/2015,CERTIFIED
SINOMAX USA INC,ACCOUNTANT,47500,"HOUSTON, TX",03/14/2014,08/01/2014,CERTIFIED
KIM HOWARD CORPORATION,ACCOUNTANT,47500,"HOUSTON, TX",06/18/2014,12/01/2014,DENIED
KIM HOWARD CORPORATION,ACCOUNTANT,47500,"HOUSTON, TX",06/25/2014,12/01/2014,CERTIFIED
STOP N SAVE FOOD N GAS INC,ACCOUNTANT,47500,"HOUSTON, TX",09/19/2014,10/01/2014,DENIED
RIVER OAKS COUNTRY CLUB,ACCOUNTANT,47590,"HOUSTON, TX",05/14/2014,09/16/2014,CERTIFIED
TELETRON INC,ACCOUNTANT,47902,"HOUSTON, TX",01/24/2014,07/21/2014,CERTIFIED
IBN SINA FOUNDATION INC,ACCOUNTANT,48000,"HOUSTON, TX",10/27/2014,11/05/2014,CERTIFIED
AP CPA PLLC,ACCOUNTANT,48000,"HOUSTON, TX",03/09/2015,08/04/2015,CERTIFIED
NORTHLINE CHINA STAR INC,ACCOUNTANT,48000,"HOUSTON, TX",03/09/2015,09/05/2015,DENIED
NORTHLINE CHINA STAR INC,ACCOUNTANT,48000,"HOUSTON, TX",03/16/2015,09/05/2015,CERTIFIED
AP CPA PLLC,ACCOUNTANT,48000,"HOUSTON, TX",03/19/2015,09/15/2015,CERTIFIED
AMEEN ALI CPA PC,ACCOUNTANT,48000,"HOUSTON, TX",05/11/2015,10/01/2015,CERTIFIED
AMEEN ALI CPA PC,ACCOUNTANT,48000,"HOUSTON, TX",05/19/2015,09/22/2015,CERTIFIED
MY CORE CONTROL DEVELOPMENT LLC,ACCOUNTANT,48000,"HOUSTON, TX",02/21/2014,08/20/2014,CERTIFIED
NEORHINO LLC,ACCOUNTANT,48000,"HOUSTON, TX",03/13/2014,09/12/2014,CERTIFIED
DSME OFFSHORE ENGINEERING CORPORATION,ACCOUNTANT,48000,"HOUSTON, TX",03/11/2014,09/09/2014,CERTIFIED
HBS NATIONAL CORPORATION,ACCOUNTANT,48000,"HOUSTON, TX",03/11/2014,09/10/2014,CERTIFIED
ALPHEUS ENTERPRISE INC,ACCOUNTANT,48000,"HOUSTON, TX",04/03/2014,05/01/2014,DENIED
CGI TECHNOLOGIES AND SOLUTIONS INC,ACCOUNTANT,48000,"HOUSTON, TX",06/26/2014,06/26/2014,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,48000,"HOUSTON, TX",08/26/2013,12/28/2013,CERTIFIED
SOFT TECH SOURCE,ACCOUNTANT,48200,"HOUSTON, TX",03/05/2014,03/05/2014,CERTIFIED
PERIPHERAL COMPUTER SUPPORT INC,ACCOUNTANT,48645,"HOUSTON, TX",08/08/2013,10/12/2013,CERTIFIED
INTERCONTINENTAL ENTERPRISES LLC,ACCOUNTANT,49000,"HOUSTON, TX",02/02/2015,02/16/2015,CERTIFIED
HOUSTON FRUITLAND INC,ACCOUNTANT,49109,"HOUSTON, TX",07/07/2015,10/01/2015,CERTIFIED
CGI TECHNOLOGIES AND SOLUTIONS INC,ACCOUNTANT,49109,"HOUSTON, TX",08/28/2015,09/05/2015,CERTIFIED
APM INTERNATIONAL LLC,ACCOUNTANT,49109,"HOUSTON, TX",09/04/2015,09/15/2015,DENIED
APM INTERNATIONAL LLC,ACCOUNTANT,49109,"HOUSTON, TX",09/10/2015,09/15/2015,CERTIFIED
CAP BARBELL INC,ACCOUNTANT,49400,"HOUSTON, TX",10/23/2014,12/01/2014,CERTIFIED
FRESH PATH LLC,ACCOUNTANT,50000,"HOUSTON, TX",10/30/2014,11/03/2014,CERTIFIED
MADISON ENTERPRISES LLC,ACCOUNTANT,50000,"HOUSTON, TX",11/23/2014,01/26/2015,CERTIFIED
J OTIS MITCHELL CO PC,ACCOUNTANT,50000,"HOUSTON, TX",02/03/2015,08/03/2015,CERTIFIED
ALBECK FINANCIAL SERVICES INC,ACCOUNTANT,50000,"HOUSTON, TX",03/18/2015,09/17/2015,CERTIFIED
BRANCE-KRACHY CO INC,ACCOUNTANT,50000,"HOUSTON, TX",03/20/2015,09/18/2015,CERTIFIED
PETROAFRICA LLC,ACCOUNTANT,50000,"HOUSTON, TX",07/24/2015,08/03/2015,CERTIFIED
BENTLEY BRATCHER & ASSOCIATES INC,ACCOUNTANT,50000,"HOUSTON, TX",03/10/2014,09/04/2014,CERTIFIED
BENTLEY BRATCHER ASSOCIATES INC,ACCOUNTANT,50000,"HOUSTON, TX",03/10/2014,09/04/2014,CERTIFIED
SHENGLI HIGHLAND PETROLEUM EQUIPMENT USA INC,ACCOUNTANT,50000,"HOUSTON, TX",03/11/2013,09/01/2013,CERTIFIED
OSAKA GAS RESOURCES AMERICA (OGRA) CORPORATION,ACCOUNTANT,51500,"HOUSTON, TX",01/30/2013,04/01/2013,CERTIFIED
RESEARCH PERIODICALS & BOOK SERVICES INC,ACCOUNTANT,52000,"HOUSTON, TX",11/05/2014,11/15/2014,CERTIFIED
AFFILIATED PAYROLL SERVICES LLC,ACCOUNTANT,52000,"HOUSTON, TX",01/12/2015,04/19/2015,CERTIFIED
ENERFLEX ENERGY SYSTEMS INC,ACCOUNTANT,52000,"HOUSTON, TX",03/26/2013,09/25/2013,CERTIFIED
RIO MARINE INC,ACCOUNTANT,52400,"HOUSTON, TX",02/07/2013,06/16/2013,CERTIFIED
SOFTTECH SOURCE,ACCOUNTANT,54000,"HOUSTON, TX",03/09/2015,03/16/2015,CERTIFIED
SOFTTECH SOURCE,ACCOUNTANT,54000,"HOUSTON, TX",03/13/2015,03/16/2015,CERTIFIED
AMERICAN MATERIALS TECHNOLOGY,ACCOUNTANT,54000,"HOUSTON, TX",03/25/2015,09/19/2015,CERTIFIED
NATIONAL OILWELL VARCO LP,ACCOUNTANT,55000,"HOUSTON, TX",02/25/2015,08/26/2015,CERTIFIED
MHI COMPRESSOR INTERNATIONAL CORPORATION,ACCOUNTANT,55000,"HOUSTON, TX",03/19/2015,09/18/2015,CERTIFIED
SOLUXE INTERNATIONAL USA LLC,ACCOUNTANT,55000,"HOUSTON, TX",04/09/2015,09/01/2015,WITHDRAWN
SOLUXE INTERNATIONAL USA LLC,ACCOUNTANT,55000,"HOUSTON, TX",04/09/2015,09/01/2015,CERTIFIED
BATTERSON TRUCK EQUIPMENT LLC,ACCOUNTANT,57200,"HOUSTON, TX",09/27/2014,10/14/2014,CERTIFIED
BATTERSON TRUCK EQUIPMENT LLC,ACCOUNTANT,57200,"HOUSTON, TX",10/28/2014,11/03/2014,CERTIFIED
EL AHORRO SERVICES LLC,ACCOUNTANT,59446,"HOUSTON, TX",01/14/2013,01/14/2013,DENIED
SCI FUNERAL & CEMETERY PURCHASING COOPERATIVE INC,ACCOUNTANT,60000,"HOUSTON, TX",03/13/2015,09/08/2015,CERTIFIED
WOODLANDS CAR STEREO INC,ACCOUNTANT,60000,"HOUSTON, TX",03/21/2015,08/19/2015,CERTIFIED
AMERICAN DIGNIFIED APPAREL COMPANY,ACCOUNTANT,60000,"HOUSTON, TX",06/26/2015,10/01/2015,CERTIFIED
HILL LONG & CO PC,ACCOUNTANT,60000,"HOUSTON, TX",12/19/2012,01/01/2013,CERTIFIED
TAXES USA,ACCOUNTANT,60000,"HOUSTON, TX",01/23/2013,03/06/2013,CERTIFIED
PROPORTIONAL TECHNOLOGIES INC,ACCOUNTANT,60000,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
KBR INC,ACCOUNTANT,60263,"HOUSTON, TX",05/01/2015,05/18/2015,CERTIFIED
PROPORTIONAL TECHNOLOGIES INC,ACCOUNTANT,62462,"HOUSTON, TX",03/27/2014,09/26/2014,DENIED
PROPORTIONAL TECHNOLOGIES INC,ACCOUNTANT,62462,"HOUSTON, TX",04/04/2014,09/30/2014,CERTIFIED
AMERI BLUE HEALTH CARE SERVICES LLC,ACCOUNTANT,62462,"HOUSTON, TX",05/13/2014,05/18/2014,CERTIFIED
KINDER MORGAN INC,ACCOUNTANT,63756,"HOUSTON, TX",01/28/2015,05/21/2015,DENIED
KINDER MORGAN INC,ACCOUNTANT,63756,"HOUSTON, TX",02/05/2015,05/21/2015,CERTIFIED
HYUNDAI CORPORATION (USA),ACCOUNTANT,64000,"HOUSTON, TX",01/08/2014,01/18/2014,CERTIFIED
HYUNDAI CORPORATION (USA),ACCOUNTANT,64000,"HOUSTON, TX",01/08/2014,01/18/2014,WITHDRAWN
UNITED RAGS RECYCLER LLC,ACCOUNTANT,64002,"HOUSTON, TX",03/12/2015,09/07/2015,CERTIFIED
K&S CONSULTING LLC,ACCOUNTANT,69573,"HOUSTON, TX",06/13/2013,12/13/2013,CERTIFIED
CPI HOLDINGS LLC,ACCOUNTANT,70000,"HOUSTON, TX",09/27/2013,10/07/2013,CERTIFIED
CISCON SERVICES INC,ACCOUNTANT,71500,"HOUSTON, TX",06/25/2014,10/01/2014,CERTIFIED
BRIGHTSIDE PROPERTIES LLC,ACCOUNTANT,75000,"HOUSTON, TX",04/04/2015,10/01/2015,CERTIFIED
M STREET HOMES LLC,ACCOUNTANT,75000,"HOUSTON, TX",05/17/2015,09/03/2015,DENIED
M STREET HOMES LLC,ACCOUNTANT,75000,"HOUSTON, TX",05/26/2015,09/03/2015,CERTIFIED
GOLD STAR METALS LLC,ACCOUNTANT,75000,"HOUSTON, TX",03/13/2013,09/11/2013,CERTIFIED
EL AHORRO SERVICES LLC,ACCOUNTANT,77854,"HOUSTON, TX",08/26/2013,10/26/2013,CERTIFIED
RED ROOF INNS INC,ACCOUNTANT,80000,"HOUSTON, TX",03/18/2013,09/14/2013,CERTIFIED
XTREME DRILLING AND COIL SERVICES INC,ACCOUNTANT,95000,"HOUSTON, TX",05/06/2015,10/01/2015,CERTIFIED
NA KAJANI & ASSOCIATES PC,ACCOUNTANT,96000,"HOUSTON, TX",03/24/2015,04/11/2015,CERTIFIED
ALLIANTGROUP LP,ACCOUNTANT,102000,"HOUSTON, TX",04/23/2013,10/01/2013,CERTIFIED
CARRTEGRA LLC,ACCOUNTANT (INTERNAL AUDITOR),69000,"HOUSTON, TX",03/25/2015,04/12/2015,CERTIFIED
THE SIEGFRIED GROUP LLP,ACCOUNTANT (SR. ASSOCIATE),78100,"HOUSTON, TX",02/22/2013,03/11/2013,CERTIFIED
DES RIG SUPPLY INC,ACCOUNTANT - INTERNATIONAL DIVISION,50000,"HOUSTON, TX",03/05/2014,09/04/2014,CERTIFIED
